SMILES,mol_id,qed,sim,gsk3,sa
COc1ccc(-c2nccc3c2CCNC3=O)cc1C(C)C,9,0.946209967,0.216867477,0.430000007,0.838031411
Cc1cc(C=C2C(=O)Nc3ccccc32)n(C)c1C,10,0.777253926,0.203389838,0.560000002,0.824952126
CN1C(=O)CC(c2ccncc2)=NC1=NCC(=O)c1ccccc1,10,0.808353782,0.234375,0.980000019,0.796874464
CN1C(=O)CC(c2ccccc2)=NC1=Nc1ccncc1,10,0.846699476,0.285714298,0.469999999,0.80108875
CN1C(=O)CC(c2ccncc2)=NC1=Cc1ccccc1,10,0.846943796,0.263157904,0.479999989,0.819778562
CN1C(=O)CC(c2ccncc2)=NC1=NC(=O)c1ccccc1,10,0.850483358,0.245901644,0.569999993,0.813730299
CN1C(=O)CC(c2ccncc2)=NC1=NCc1ccccc1,10,0.871172369,0.25,0.779999971,0.807353616
COc1ccc(C=C2SC(=Nc3ccccc3)NC2=O)c(C)c1,10,0.87138319,0.215384617,0.50999999,0.815741241
COc1ccc(C2C(=O)NC(=O)C2=Nc2ccccc2)cc1,10,0.88246417,0.224137932,1,0.79567349
CN1C(=O)CC(c2ccncc2)=NC1=C(N)c1ccccc1,10,0.920095742,0.233333334,0.439999998,0.806804597
CN1C(=O)CC(c2ccnc(Nc3ccccc3)n2)N1C,10,0.932855487,0.25,0.620000005,0.767373979
Cc1cnccc1-c1cc(=O)n(C)c(N2CCCC(F)C2)n1,11,0.852164686,0.215189874,0.479999989,0.766464531
Cc1cnccc1-c1cc(N2CCCC(O)C2)[nH]c(=O)c1,11,0.881027877,0.233766228,0.419999987,0.761510134
Cc1cnccc1-c1cc(=O)n(C)c(N2CCCC(O)C2)n1,11,0.89942205,0.230769232,0.460000008,0.780590832
Cc1cnccc1-c1cc(=O)n(C2CCCN(C)C2)c(=O)[nH]1,11,0.903661668,0.230769232,0.409999996,0.759204984
O=C(O)c1ccc(Nc2ncc3nnn(CC4CCCCC4)c3n2)cc1,12,0.725760281,0.204819277,0.850000024,0.848326921
O=C1NC(=O)C(c2ccccc2Cl)C1=Nc1cc(Cl)c(O)c(Cl)c1,12,0.772836268,0.200000003,0.959999979,0.747185111
CCCC(=O)Nc1n[nH]c(=O)c2ccc(Cl)c(OC3CCCCC3)c12,12,0.839573205,0.226190478,0.610000014,0.822847188
COc1ccccc1C1C(=O)NC(=O)C1=Nc1cccc(Cl)c1Cl,12,0.848946631,0.233766228,0.629999995,0.766001999
O=C(Nc1n[nH]c2cccc(Cl)c12)C1CCCCCCC1,12,0.856980622,0.285714298,0.469999999,0.863958895
O=C1NC(=O)C(c2ccccc2Cl)=C1OCC1CCCCC1,12,0.866266012,0.267605633,0.49000001,0.831132591
N#Cc1cc2c(NC(=O)OCC3CC3)n[nH]c2cc1C1CCCC1,12,0.887265086,0.219512194,0.50999999,0.807287633
COCc1c(NC(=O)C2CC2)n[nH]c1-c1ccccc1Cl,12,0.890963793,0.227848098,0.419999987,0.843572855
CCC(=O)Nc1n[nH]c2ccc(C3CCCCN3C)cc12,12,0.911254287,0.204819277,0.589999974,0.793497026
C=CCNC(=O)c1cc2c(-c3ccccc3)cncc2s1,13,0.741959155,0.200000003,0.680000007,0.854680717
CC1=C2C(=NC3=C(C(=O)CC(C)(C)C3)C2c2ccccc2O)NN1,13,0.742795289,0.210526317,0.620000005,0.738020599
CC1=Nc2ncnn2C(c2c[nH]c3ccccc23)C1C(=O)OC(C)C,13,0.744509995,0.222222224,0.870000005,0.721728861
CC1=Nc2ncnn2C(c2c[nH]c3ccccc23)C1C(=O)OCC,13,0.750871718,0.240506336,0.829999983,0.732199848
C=C1NC(=O)c2ccccc2Nc2nnc(C)cc21,13,0.754245758,0.205882356,0.479999989,0.790335596
C=C1NC(=O)c2ccccc2Nc2ncc(C)cc21,13,0.756630659,0.202898547,0.449999988,0.815739572
CCCC(=O)Nc1n[nH]c2c1C(O)c1ccccc1-2,13,0.788461983,0.205479458,0.610000014,0.777042389
Nc1ncc(C(O)Cc2ccncc2)cc1-c1ccc(Cl)cc1,14,0.767597377,0.200000003,0.419999987,0.816418946
C(=NC1CCCN=C1c1ccncc1)c1c[nH]c2ccccc12,15,0.737924218,0.393442631,0.419999987,0.736724615
O=C(Nc1n[nH]c2ccccc12)c1ccc2c(c1)CCCC2,15,0.756155133,0.25,0.469999999,0.884760559
c1ccc2[nH]cc(-c3ccnc(NC4CCCC4)n3)c2c1,15,0.761611164,0.269841284,0.709999979,0.871572673
Cc1cnc(-c2c[nH]c3ccncc23)cc1N1CCCCC1,15,0.778224766,0.202898547,0.50999999,0.842117488
C(=NC1CCCCC1)c1c[nH]c2ncccc12,15,0.785519958,0.357142866,0.460000008,0.81041503
C(=NC1CCCCNC1)c1c[nH]c2ncccc12,15,0.792556822,0.344262302,0.449999988,0.731941819
CC(=NC1CCCCC1)c1c[nH]c2ncccc12,15,0.800047576,0.238095239,0.479999989,0.807702005
C(=NC1CCCCNC1=O)c1c[nH]c2ncccc12,15,0.802011967,0.338709682,0.409999996,0.733027995
c1cnc2[nH]cc(C3CCNCC3NC3CCCCC3)c2c1,15,0.816427946,0.220588237,0.449999988,0.736205935
C(=NCC1CCCCC1)c1c[nH]c2ncccc12,15,0.820023,0.316666663,0.419999987,0.811848164
C(=NC1CCCCC1)c1c[nH]c2ncccc2c1=O,15,0.838630557,0.311475396,0.439999998,0.804625988
CN1C=CC(c2c[nH]c3ccccc23)=C2NC(=O)CCC21,15,0.842723787,0.235294119,0.419999987,0.7185601
CC(=NN1CCCCC1)c1c[nH]c2ncccc2c1=O,15,0.850354552,0.208955228,0.400000006,0.809117973
CC(=NC1CCCCC1)c1c[nH]c2ncccc2c1=O,15,0.851721942,0.223880604,0.439999998,0.80662781
C(=NN1CCCCC1)C1=CCC(c2c[nH]c3ncccc23)CC1,15,0.862436593,0.253521115,0.400000006,0.71881783
COc1cc(Nc2ncc(C#N)c(-c3ccccc3)n2)cc(OC)c1OC,16,0.713433444,0.211764708,0.589999974,0.865965247
CCOc1nc(C(=O)NCc2ccccc2C(N)=O)cc(N)c1C#N,16,0.714726925,0.247191012,0.74000001,0.842788041
COc1cc(Nc2nccc(-c3ccccc3)n2)cc(C#N)c1O,16,0.715716541,0.218390808,0.75999999,0.863259077
CC(=O)c1ccc(CNC(=O)c2ncoc2-c2ccccc2)cc1,16,0.730610073,0.202380955,0.439999998,0.888029635
CC1(C)Cc2c([nH]c(-c3ccncc3)nc2=O)c2ccccc2CO1,16,0.741394162,0.261904776,0.430000007,0.820834458
CCCC(=O)Nc1n[nH]c2ccc(-c3ccccc3C#N)cc12,16,0.767973363,0.202247187,0.800000012,0.861188352
CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3C#N)cc12,16,0.773278177,0.21348314,0.839999974,0.840835929
CCOc1nc(C(=O)NCc2ccc(S(C)=O)cc2)cc(N)c1C#N,16,0.809601009,0.219780222,0.839999974,0.772017121
CCOc1nc(C(=O)NCc2ccc(C#N)cc2)cc(N)c1C#N,16,0.863693237,0.229885057,0.819999993,0.845505774
COc1nc(C(=O)NCc2ccccc2C2CC2)cc(N)c1C#N,16,0.879652381,0.230769232,0.519999981,0.837350547
CC1CCC(Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,17,0.714403689,0.202531651,0.620000005,0.835866392
OC1CCC(Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,17,0.730463088,0.202531651,0.800000012,0.828993618
CCCOC1CCN(CC(O)c2c[nH]c3ncccc23)CC1,18,0.860481799,0.270270258,0.400000006,0.782061756
O=C(c1ccccc1)c1ccc(N2CCOCC2)cc1O,18,0.879143655,0.25,0.74000001,0.903593183
Fc1cnc(Nc2ccccc2)nc1CN1CCCOCC1,18,0.940500796,0.253521115,0.620000005,0.862304688
Cc1ccccc1C(C)CC(=O)Nc1n[nH]c2ccc(N3CCOCC3)cc12,19,0.707668245,0.255813956,0.550000012,0.793973267
CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3Cl)ccc12,19,0.737928212,0.200000003,0.959999979,0.876577973
COc1ccccc1-c1ccc2c(NC(=O)CC(C)C)n[nH]c2c1,19,0.738387942,0.219512194,0.75,0.872012496
Cc1ccccc1C(=O)Nc1n[nH]c2ccc(CC(C)C)cc12,19,0.753771484,0.243589744,0.550000012,0.879580021
CC(C)C(=O)Nc1n[nH]c2ccc(OCc3ccccc3)cc12,19,0.754254818,0.227848098,0.430000007,0.886775315
Cc1ccccc1C(=O)Nc1n[nH]c2ccc(C(C)C)cc12,19,0.758229196,0.25333333,0.529999971,0.882511795
CC(C)C(=O)Nc1n[nH]c2ncc(OCc3ccccc3)cc12,19,0.758478463,0.227848098,0.620000005,0.86294502
CC(C)C(=O)Nc1n[nH]c2ccc(-c3ccccc3)cc12,19,0.765280068,0.216216221,0.810000002,0.888977826
Cc1ccccc1C(=O)Nc1n[nH]c2ccc(C3CC3)cc12,19,0.765934587,0.200000003,0.5,0.877681315
Cc1ccccc1C(=O)Nc1n[nH]c2ccc(OC(C)C)cc12,19,0.767532647,0.246753246,0.439999998,0.88045311
CCCC(=O)Nc1ncc(C)cc1-c1n[nH]c2ccccc12,19,0.770886958,0.227848098,0.529999971,0.847058356
CC(C)C(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,19,0.773487329,0.213333338,0.920000017,0.867354989
CC(C)C(=O)Nc1n[nH]c(=O)c2ncc(-c3ccccc3)cc12,19,0.778157175,0.202531651,0.709999979,0.856544971
Cc1ccc2c(c1)C(CC(=O)Nc1n[nH]c3ccccc13)CO2,19,0.779279113,0.200000003,0.529999971,0.799030662
CCc1ccc(-c2nc(=O)c3cccnc3[nH]2)cc1C(C)C,19,0.801204562,0.205128208,0.409999996,0.844099641
CSc1ccc(N=C2C(=O)NC(=O)C2c2ccccc2)cc1,21,0.700273991,0.229508191,0.99000001,0.774057627
CSc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,21,0.727075756,0.200000003,0.949999988,0.887852728
CSc1ccc(C(=O)Nc2n[nH]c3c2CCC(C)C3)cc1,21,0.852982998,0.25757575,0.409999996,0.792240858
COc1cccc(Nc2ncnc3ccc(N)cc23)c1,22,0.712902248,0.396551728,0.5,0.894775569
COc1ccc(-c2cc3nccnc3[nH]2)cc1,22,0.728977084,0.216666669,0.980000019,0.872904122
COc1cccc(NC2=C(c3ccc(N)cc3)C(=O)N2)c1,22,0.750802219,0.413793117,0.519999981,0.851626277
COc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1,22,0.780404091,0.238805965,0.800000012,0.925042331
COc1cccc(NC2=NC(c3ccccc3)=CC=N2)c1,22,0.78542912,0.355932206,0.930000007,0.920428157
COc1ccc(-c2nnc(Nc3ccccc3)o2)cc1C,22,0.787857652,0.208955228,0.680000007,0.894962907
COc1ccc2c(Nc3cccc(C#N)c3)ncnc2c1,22,0.794670343,0.307692319,0.460000008,0.886181056
COc1cccc(Nc2ncc3c(n2)C2(CCCCC2)N=C(N)N3)c1,22,0.795311987,0.550000012,0.439999998,0.737346709
COc1cccc(Nc2ncc3c(n2)N(C2CCCCC2)NN3)c1,22,0.796340287,0.367647052,0.529999971,0.807702363
COc1ccc(NN=C2C(=O)NN=C2c2ccccc2)cc1,22,0.84685868,0.205882356,1,0.849125028
COc1cccc(NC2=C(c3ccc(Cl)cc3)C(=O)NC2=O)c1,22,0.846909225,0.366666675,0.949999988,0.875097394
COc1cccc(C2=C(Nc3ccc(C)cc3)C(=O)NC2=O)c1,22,0.851625323,0.306451619,0.920000017,0.876301169
COc1ccc(Nc2nccc(C)n2)c(C(C)=O)c1,22,0.853075743,0.223880604,0.409999996,0.886702478
Cc1cnc(Nc2cccc(C3(C)CC3)c2)nc1O,22,0.883242846,0.242424235,0.550000012,0.818588138
COc1cccc(Nc2ncc3c(n2)CCCC3N)c1,22,0.896374881,0.375,0.449999988,0.806776524
COc1ccc(Nc2nccc(C34CCCCC3C(N)=N4)n2)cc1,22,0.903205633,0.300000012,0.569999993,0.718849182
COc1cc(Nc2ncc3c(n2)NCC(C)C3)ccc1OC,22,0.904706359,0.225352108,0.550000012,0.789981425
COc1ccc(Nc2ncc3c(n2)CCCC3)cc1OC(C)C,22,0.907124937,0.208333328,0.540000021,0.862962723
COc1ccc(Nc2ncc3c(n2)CCCC3)cc1,22,0.915066957,0.238095239,0.400000006,0.890785635
COc1cccc(Nc2ncc3c(n2)CCCC3)c1,22,0.915066957,0.3898305,0.439999998,0.883651853
COc1cc(Nc2ncc3c(n2)CCCC3)cc(C(C)C)c1,22,0.917022109,0.231884062,0.430000007,0.855509877
COc1cc(Nc2nccc(C3CCCCC3)n2)ccc1C#N,22,0.918425262,0.219178081,0.730000019,0.850679338
Cc1ccc(Nc2ncc3c(n2)CCCC3)cc1OC,22,0.927149415,0.220588237,0.50999999,0.873624623
COc1ccc(Nc2ncc3c(n2)CCCC3(C)C)cc1OC,22,0.928818166,0.246376812,0.50999999,0.844705701
COc1ccc(Nc2nccc(C3CCCC3)n2)c(C#N)c1,22,0.929283261,0.222222224,0.430000007,0.847605765
COc1cc(Nc2ncc3c(n2)CCCC3)cc(OC)c1,22,0.935028613,0.258064508,0.419999987,0.866977036
COc1cc(Nc2ncc3c(n2)CCCC3)ccc1C#N,22,0.935474992,0.208333328,0.469999999,0.851404011
COc1ccc(Nc2ncc3c(n2)CC(C)CC3)cc1OC,22,0.937813818,0.211267605,0.5,0.816039085
CCCC(=O)Nc1n[nH]c2cc(N(C)Cc3ccccc3)ccc12,23,0.722450435,0.224999994,0.930000007,0.86477232
CN(Cc1ccccc1)C(=O)c1ccc(-c2ccncc2)cc1,23,0.72900486,0.214285716,0.5,0.92376107
COc1ccccc1C(=O)Nc1n[nH]c2ccc(N(C)C)cc12,23,0.777149796,0.243589744,0.449999988,0.876965821
COc1ccccc1C1C(=O)NC(=O)C1=Nc1ccc(N(C)C)cc1,23,0.869050622,0.25333333,0.879999995,0.775371253
CCCC(=O)Nc1[nH]nc2cc(N(C)C)ccc12,23,0.870246232,0.216216221,0.899999976,0.835681796
COC1CCC(C(=O)Nc2n[nH]c3ccc(N(C)C)cc23)CC1,23,0.909743667,0.227848098,0.660000026,0.836997986
Cc1cc(-c2ccncc2)nc(CCc2ccccc2)n1,24,0.729474843,0.203389838,0.519999981,0.888663173
Cc1cc(-c2ccncc2)nc(N(C)CCc2ccccc2)c1O,24,0.776138544,0.200000003,0.50999999,0.854839265
Cc1cc(Nc2ccncn2)nc(-c2ccccc2)c1N(C)C,24,0.796995521,0.203125,0.400000006,0.837754548
O=C1Nc2ccc(Cl)cc2C1=Cc1cc(Cl)c(O)c(Cl)c1,25,0.729415119,0.203125,0.730000019,0.853087366
O=C1Nc2ccc(Cl)cc2C1=Cc1ccc(O)c(CO)c1,25,0.746801019,0.202898547,0.670000017,0.856588721
Fc1ccc(Cc2cc3nccnc3[nH]2)c(Cl)c1,25,0.768662512,0.203125,0.550000012,0.830988407
CN(CCC(=O)Nc1n[nH]c2cc(-c3ccccc3)c(F)cc12)C1CC1,26,0.709444523,0.222222224,0.819999993,0.844801188
CN(C)C(=O)CCC(=O)Nc1n[nH]c2cc(-c3ccccc3)c(Cl)cc12,26,0.718520999,0.206896558,0.860000014,0.852926314
CN(C)C(=O)CCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,26,0.751562655,0.216867477,0.769999981,0.871067762
CN(CCC(=O)Nc1n[nH]c(=O)cc1C1CCCC1)c1ccccc1,26,0.847439349,0.235294119,0.409999996,0.834226131
O=C(Nc1ccsc1C(=O)NC1CCCCC1)c1ccc(F)c(F)c1,26,0.847775817,0.234567896,0.449999988,0.877617955
O=C(Nc1ccsc1C(=O)NC1CCCCC1)c1ccc(F)cc1,26,0.871466756,0.227848098,0.680000007,0.892137349
O=C(Nc1ccsc1C(=O)NC1CCCC1)c1ccc(F)cc1,26,0.894251645,0.230769232,0.639999986,0.894183695
CC1CCC(C(=O)Nc2n[nH]c3ccc(CC#N)cc23)CC1,26,0.910426497,0.223529413,0.680000007,0.834768951
O=C(Nc1ccccn1)Nc1ccnc2cc(C(F)(F)F)ccc12,27,0.735406995,0.210526317,0.74000001,0.873879969
O=C(Nc1cnccn1)Nc1ccnc2cc(C(F)(F)F)ccc12,27,0.749476254,0.207792208,0.959999979,0.855174065
O=C1Nc2ccc(C(F)(F)F)cc2C1=CC1CCCCC1,27,0.752429605,0.275362313,0.400000006,0.825416386
COCCCC(=O)Nc1n[nH]c2ccc(C(F)(F)F)cc12,27,0.834385097,0.266666681,0.569999993,0.857697427
O=C1NN=C(c2ccc(C(F)(F)F)cc2)C1=NOC1CCCCC1,27,0.859462261,0.260273963,0.409999996,0.794772029
CCCC(=O)Nc1n[nH]c2cc(C(F)(F)F)ccc12,27,0.899235189,0.253521115,0.800000012,0.860048592
CC(C)(C)C(=O)Nc1n[nH]c2ccc(-c3ccccc3)cc12,28,0.743103027,0.25,0.769999981,0.878515303
CC(C)(C)C(=O)Nc1ccnc2ccc(-c3ccc[nH]3)cc12,28,0.743103027,0.268656731,0.419999987,0.844241381
CC(C)(C)C(=O)Nc1ccnc2c(-c3ccccc3)c[nH]c12,28,0.743103027,0.322580636,0.400000006,0.855153024
COc1ccc(-c2[nH]c3ncccc3c2C(C)(C)C)cc1,28,0.748236179,0.200000003,0.639999986,0.856454968
CC(C)(C)Nc1nccc(-c2cccc3ncccc23)n1,28,0.772017717,0.238095239,0.49000001,0.863407552
CC(C)(N)C(=O)Nc1ncnc2ccc(-c3ccccc3)cc12,28,0.779228508,0.208955228,0.419999987,0.875725806
CC(C)(C)C(=O)Nc1ncnc2ccc(-c3cccnc3)cc12,28,0.783981144,0.268656731,0.400000006,0.865671575
CC(C)(C)C(=O)Nc1n[nH]c2ccc(Cl)cc12,28,0.817753434,0.262295067,0.50999999,0.860848427
CC(C)(C)C(=O)Nc1cnccc1-c1ccc(Cl)c(N)c1,28,0.824870348,0.25757575,0.419999987,0.858744562
CC(C)CC(Nc1nccc(-c2cccnc2)n1)C(=O)Cl,28,0.830436409,0.25373134,0.479999989,0.789139569
CC(C)C1=NNC(=O)C1=NNc1cccc2cccnc12,28,0.845975816,0.354838699,0.400000006,0.793193698
CC(C)(C)C(Nc1nccc(-c2cccnc2Cl)n1)C1CC1,28,0.847784698,0.25757575,0.430000007,0.757302165
CC(C)C(C)(C)Nc1ncc(Cl)c(Nc2cccnc2)n1,28,0.869907856,0.220588237,0.50999999,0.808618665
COC(=O)c1cnc(Nc2ccccc2)nc1C(C)(C)C,28,0.876499057,0.215384617,0.579999983,0.873479664
CC(C)C(C)Nc1ncc(Cl)c(Nc2cccnc2)n1,28,0.878775299,0.208955228,0.529999971,0.794519544
CC(C)C(=O)Nc1ncc(Cl)c(Nc2cccs2)n1,28,0.905531526,0.217391297,0.449999988,0.826625288
CC1(c2ccc(N)cc2)CC(c2ccc3[nH]ncc3c2)=NO1,29,0.712123036,0.304347813,0.74000001,0.759194911
Oc1ccc(CSc2nnc(-c3ccccc3)o2)cc1Cl,29,0.722952664,0.22857143,0.460000008,0.885063052
NCc1ccc(CSc2nnc(-c3ccccc3)o2)cc1,29,0.730265975,0.212121218,0.5,0.896720231
Cn1cc(C2=C(c3ccc(Cl)cc3)C(=O)NC2=O)c2cccnc21,29,0.731285274,0.225352108,0.959999979,0.844823182
Cn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccc(Cl)cc21,29,0.731285274,0.277777791,0.889999986,0.834504128
Cn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21,29,0.737741709,0.225352108,0.939999998,0.848495603
CC1(c2n[nH]c3ccc(-c4cccnc4)cc23)CC(N)=NO1,29,0.759477496,0.367647052,0.689999998,0.716320395
OCCNc1cc2cc(-c3cccnc3)ccc2cn1,29,0.761191726,0.231884062,0.75999999,0.868120551
CC1(c2n[nH]c3ccc(-c4ccccc4)cc23)CC(N)=NO1,29,0.761490941,0.257142872,0.670000017,0.738749266
CCCC(=O)Nc1n[nH]c2ccc(-c3cccnc3)cc12,29,0.769418061,0.213333338,0.939999998,0.869003296
OCCc1cc2cc(-c3cccnc3)ccc2cn1,29,0.777117491,0.223880604,0.439999998,0.869305134
CC1(c2n[nH]c3ccc(Cl)cc23)CC(c2cccnc2)=NO1,29,0.785269022,0.540983617,0.419999987,0.739866793
Cn1cc(C2=C(c3cccnc3)C(=O)NC2)c2ccccc21,29,0.788028061,0.216216221,0.629999995,0.820531964
COc1cc(C2=C(c3cnccc3)C(=O)NC2=O)cc(OC)c1OC,29,0.833474755,0.25757575,0.569999993,0.85062927
