SMILES,mol_id,qed,gsk3,jnk3,sa,sim
COCCc1cc(-c2ccnc(Nc3ccccc3)n2)ccn1,0,0.755347252,0.850000024,0.49000001,0.875509322,0.208955228
CNc1nc(C)c(-c2ccnc(Nc3ccc(OC)cc3)n2)s1,0,0.744273961,0.870000005,0.469999999,0.858563185,0.261538476
CCc1cc(Nc2nccc(-c3cccnc3)n2)ccc1OC,0,0.775476158,0.75,0.469999999,0.879492462,0.217391297
COc1ccc(Nc2nccc(-c3ccncc3)n2)c(F)c1,0,0.798951328,0.610000014,0.469999999,0.883331776,0.230769232
CCCCc1ccc(-c2ccnc(Nc3ccccc3)n2)nc1,0,0.721365154,0.790000021,0.460000008,0.889247775,0.25
CCCCc1cc(-c2ccnc(Nc3ccccc3)n2)ccn1,0,0.721365154,0.839999974,0.449999988,0.88264209,0.269841284
CCc1ccc(-c2ccnc(Nc3ccc(OC)cc3)n2)o1,0,0.769077063,0.769999981,0.449999988,0.877987504,0.285714298
CCc1cc2c(Nc3ccc(OC)cc3)ncnc2cc1OC,0,0.773017168,0.409999996,0.449999988,0.889464319,0.269841284
CCn1c(-c2ccnc(Nc3ccc(OC)cc3)n2)ccc1C,0,0.773036957,0.800000012,0.449999988,0.861045957,0.301587313
CCn1c(C)c(-c2ccnc(Nc3ccc(OC)cc3)n2)sc1=O,0,0.768986344,0.839999974,0.439999998,0.843648732,0.283582091
COc1cc2c(Nc3ccccc3)ncnc2cc1C,0,0.784195364,0.469999999,0.439999998,0.904104173,0.206349209
COc1ccc(Nc2nccc(-c3ccncc3)n2)c(OC)c1,0,0.779668689,0.629999995,0.419999987,0.886399686,0.234375
CCc1nc(C)c(-c2ccnc(Nc3ccc(OC)cc3)n2)s1,0,0.760329604,0.839999974,0.409999996,0.861941278,0.296875
NC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,1,0.773667336,0.75999999,0.850000024,0.914322138,0.206896558
Oc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,1,0.708861232,0.75999999,0.74000001,0.916882992,0.25
CC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,1,0.73492533,0.75,0.730000019,0.917017817,0.22807017
CS(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,1,0.799427688,0.829999983,0.730000019,0.829599023,0.206896558
Cc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,1,0.767613113,0.819999993,0.709999979,0.928016484,0.25
CNC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,1,0.776227474,0.800000012,0.709999979,0.912018478,0.220338985
COc1ccncc1-c1[nH]nc(O)c1N=Nc1ccccc1,1,0.718613029,0.959999979,0.680000007,0.797957242,0.245901644
NC(=O)c1cc(-c2ccnc(Nc3ccccc3)n2)ccn1,1,0.769346833,0.810000002,0.660000026,0.88226974,0.224137932
CC(=O)c1cc(-c2ccnc(Nc3ccccc3)n2)ccc1Cl,1,0.704283178,0.829999983,0.639999986,0.89281702,0.206349209
Cc1cc(Nc2nccc(-c3ccccc3)n2)ccc1O,1,0.71276319,0.819999993,0.620000005,0.902090013,0.290909082
CS(=O)c1cc(Nc2nccc(-c3ccccc3)n2)ccc1O,1,0.71972239,0.839999974,0.620000005,0.805849493,0.225806445
Cc1cc(=O)nc(-c2ccnc(Nc3ccccc3)c2)[nH]1,1,0.772491872,0.479999989,0.600000024,0.868690014,0.280701756
Cc1cc(Nc2nccc(-c3ccccc3)n2)ccn1,1,0.78330487,0.870000005,0.529999971,0.891759157,0.240740746
Cc1cc(-c2ccnc(Nc3ccccc3)n2)c(Cl)cc1O,1,0.744463861,0.75999999,0.449999988,0.878665686,0.254237294
Cc1ccncc1-c1[nH]nc(O)c1N=Nc1ccccc1,1,0.712624609,0.600000024,0.430000007,0.796134174,0.303571433
NC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2,0.773667336,0.75999999,0.850000024,0.914322138,0.267857134
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,2,0.744631469,0.790000021,0.810000002,0.899099886,0.285714298
O=C(O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2,0.768033981,0.829999983,0.769999981,0.918849051,0.277777791
Nc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2,0.709314108,0.769999981,0.75,0.91395551,0.294117659
O=Cc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2,0.737545133,0.839999974,0.75,0.903932154,0.277777791
c1ccc(-c2ccnc(Nc3ccc(O)cc3)n2)cc1,2,0.708861232,0.75999999,0.74000001,0.916882992,0.294117659
Cc1ccc(-c2ccnc(NC3CC3)n2)cn1,2,0.872827411,0.649999976,0.74000001,0.873062193,0.25454545
CC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2,0.73492533,0.75,0.730000019,0.917017817,0.290909082
CS(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2,0.799427688,0.829999983,0.730000019,0.829599023,0.290909082
Cc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2,0.767613113,0.819999993,0.709999979,0.928016484,0.346938789
OC1CCC(Nc2nccc(-c3ccccc3)n2)CC1,2,0.899248123,0.639999986,0.709999979,0.884133339,0.232142851
c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,2,0.762663066,0.870000005,0.699999988,0.934360445,0.326086968
COc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2,0.78542912,0.769999981,0.699999988,0.926871598,0.301886797
CN1CCC(Nc2nccc(-c3ccccc3)n2)CC1,2,0.928864241,0.600000024,0.699999988,0.891796947,0.245614037
c1ccn2ncc(-c3ccnc(NC4CC4)n3)c2c1,2,0.776071489,0.790000021,0.689999998,0.842287838,0.209677413
Clc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,2,0.790496349,0.75999999,0.680000007,0.90153724,0.25454545
Cc1ccc(Nc2nccc(-c3ccccc3)n2)cn1,2,0.78330487,0.810000002,0.670000017,0.899739325,0.352941185
Cc1ccc(Nc2nccc(-c3cncnc3)n2)cc1,2,0.786628902,0.769999981,0.670000017,0.879839957,0.283018857
COc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,2,0.793160439,0.730000019,0.670000017,0.903424203,0.263157904
CC1CCC(Nc2nccc(-c3ccccc3)n2)CC1,2,0.908073962,0.600000024,0.670000017,0.893102825,0.25454545
CC(C)c1ccc(Nc2nccc(-c3cncnc3)n2)cc1,2,0.791748762,0.75999999,0.649999976,0.870236576,0.245614037
c1ccc(Nc2nccc(-c3cnncc3)n2)cc1,2,0.772737622,0.850000024,0.639999986,0.873527288,0.288461536
COc1ccc(-c2ccnc(Nc3ccccc3)n2)cn1,2,0.793160439,0.870000005,0.639999986,0.894296408,0.285714298
CC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,2,0.766961455,0.980000019,0.620000005,0.839083314,0.200000003
COCc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,2,0.770560086,0.879999995,0.620000005,0.911492884,0.285714298
Cc1ncc(-c2ccnc(NC3CCCCC3)n2)c(C)n1,2,0.936036527,0.660000026,0.620000005,0.845643401,0.216666669
Cc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)s1,2,0.756733537,0.949999988,0.610000014,0.866403639,0.254237294
CC(C)c1ncc(Nc2nccc(-c3ccccc3)n2)cn1,2,0.791748762,0.829999983,0.610000014,0.866946399,0.296296299
COc1ccc(Nc2nccc(-c3ccccc3)n2)cn1,2,0.793160439,0.829999983,0.610000014,0.894409299,0.285714298
CNc1ccnc(-c2ccnc(Nc3ccc(F)cc3)n2)n1,2,0.770768702,0.899999976,0.600000024,0.860202909,0.245614037
COc1cccc(-c2ccnc(Nc3ccccc3)n2)c1,2,0.78542912,0.889999986,0.600000024,0.919220746,0.285714298
Cc1ccc(-c2ccnc(Nc3ccc4c(c3)OCO4)n2)cn1,2,0.80026406,0.790000021,0.600000024,0.866606116,0.27868852
CC(=O)N1CCC(Nc2nccc(-c3ccccc3)n2)C1,2,0.937105358,0.519999981,0.600000024,0.835572958,0.21875
Cc1cc(Nc2nccc(-c3ccccc3)n2)cc(C)n1,2,0.787913859,0.860000014,0.589999974,0.884771764,0.367346942
COc1ccc(Nc2nccc(-c3ccccc3)n2)cc1C#N,2,0.794057488,0.870000005,0.589999974,0.88901186,0.258064508
COc1cc(Nc2nccc(-c3ccccc3)n2)ccc1C,2,0.782103896,0.860000014,0.579999983,0.909632206,0.298245609
C1CCC(Nc2nccc(-c3nc4ccccc4o3)n2)C1,2,0.793166101,0.529999971,0.579999983,0.865290403,0.403846145
COc1cc(Nc2nccc(-c3cccnc3)n2)ccc1C,2,0.795821667,0.769999981,0.579999983,0.886917591,0.262295067
CC(C)n1cc(-c2ccnc(Nc3ccccc3)n2)ccc1=O,2,0.799344003,0.870000005,0.579999983,0.86640352,0.271186441
COc1cc(Nc2nccc(-c3ccccc3)n2)cc(C)n1,2,0.795821667,0.850000024,0.569999993,0.874051452,0.321428567
Fc1cc(F)cc(Nc2nccc(-c3cnccc3)n2)c1,2,0.798618555,0.75,0.569999993,0.874641895,0.25
CC1CCC(Nc2nccc(-c3ccncc3)n2)CC1,2,0.924849093,0.649999976,0.560000002,0.8679443,0.210526317
Cc1cccc(Nc2nccc(-c3ccccc3)n2)c1,2,0.767613113,0.879999995,0.550000012,0.921434999,0.326923072
Cc1ccc(Nc2nccc(-c3cccnc3)n2)cc1F,2,0.793880045,0.779999971,0.550000012,0.88664341,0.271186441
COc1cc(Nc2nccc(-c3cccnc3)n2)ccc1F,2,0.798951328,0.779999971,0.550000012,0.882320702,0.238095239
COCCn1cc(-c2ccnc(Nc3ccccc3)n2)cc1,2,0.757337689,0.899999976,0.540000021,0.858565748,0.262295067
COc1cc(-c2ccnc(Nc3ccccc3)n2)ccn1,2,0.793160439,0.870000005,0.540000021,0.888223708,0.290909082
Cc1cc(Nc2nccc(-c3ccccc3)n2)cc(=O)o1,2,0.797275901,0.839999974,0.540000021,0.867397726,0.345454544
CC(C)c1cc(Nc2nccc(-c3ccccc3)n2)ccn1,2,0.773138285,0.889999986,0.529999971,0.878468037,0.290909082
Cc1cc(Nc2nccc(-c3ccccc3)n2)ccn1,2,0.78330487,0.870000005,0.529999971,0.891759157,0.360000014
COc1cccc(Nc2nccc(-c3ccccc3)n2)c1,2,0.78542912,0.930000007,0.529999971,0.920428157,0.285714298
COc1ccc(Nc2nccc(-c3ccncc3)n2)cc1C,2,0.795821667,0.75,0.529999971,0.887972832,0.254237294
Cc1ccc(Nc2nccc(-c3ccccc3)n2)cc1F,2,0.774862409,0.870000005,0.519999981,0.910475135,0.309090912
Cc1ccc(-c2ccnc(NC3CCCC3)n2)c(O)n1,2,0.896955729,0.600000024,0.519999981,0.834676087,0.258620679
Cc1cccc(Nc2nccc(-c3ccccc3)n2)n1,2,0.78330487,0.680000007,0.50999999,0.896836579,0.387755096
Cc1ccc(Nc2nccc(-c3ccccc3)n2)c(=O)o1,2,0.797275901,0.660000026,0.50999999,0.878507197,0.351851851
COc1ccc(Nc2nccc(-c3ccncc3)n2)cc1F,2,0.798951328,0.75999999,0.50999999,0.886231244,0.229508191
COc1cc(Nc2nccc(-c3ccccc3)n2)ccn1,2,0.793160439,0.889999986,0.5,0.885993183,0.290909082
Cc1ccnc(-c2ccnc(Nc3ccc(F)cc3)n2)c1,2,0.793880045,0.870000005,0.5,0.885804296,0.277777791
COc1ccccc1-c1ccnc(Nc2ccc(C#N)cc2)n1,2,0.794057488,0.829999983,0.5,0.893164098,0.266666681
Cc1ccnc(-c2ccnc(Nc3ccc(F)cc3)n2)n1,2,0.798739433,0.839999974,0.5,0.874930382,0.352941185
Cc1cccc(Nc2nccc(-c3ccccc3)n2)c1C#N,2,0.78810215,0.639999986,0.49000001,0.878759623,0.298245609
COc1ccc(Nc2nccc(-c3cnccc3C)n2)cc1,2,0.795821667,0.769999981,0.49000001,0.885079086,0.263157904
Cc1ccnc(-c2ccnc(Nc3ccccc3)n2)c1,2,0.78330487,0.870000005,0.479999989,0.893264771,0.340000004
Cc1ccnc(Nc2nccc(-c3ccccc3)n2)n1,2,0.786628902,0.660000026,0.479999989,0.887081206,0.488372087
COc1ccc(Nc2nccc(-c3ncccc3C)n2)cc1,2,0.795821667,0.790000021,0.479999989,0.888145447,0.280701756
Cc1ccc(-c2ccnc(Nc3ccc(F)cc3)n2)c(=O)o1,2,0.803118408,0.829999983,0.479999989,0.870390952,0.293103456
Cc1ccc(-c2ccnc(Nc3ccccc3)n2)o1,2,0.769054174,0.839999974,0.469999999,0.891294658,0.379999995
Cc1ccnc(-c2ccnc(Nc3ccc4c(c3)OCO4)n2)c1,2,0.80026406,0.870000005,0.460000008,0.861091435,0.271186441
CN1CCC(Nc2nccc(-c3ccccc3)n2)C(F)C1,2,0.941384196,0.529999971,0.460000008,0.773331165,0.222222224
CNc1nc(C)cc(-c2ccnc(Nc3ccccc3)n2)n1,2,0.769535542,0.819999993,0.449999988,0.867161572,0.372549027
Cc1cccc(Nc2nccc(-c3ccncc3)n2)c1C,2,0.787913859,0.589999974,0.449999988,0.886056006,0.296296299
Cc1ccc(-c2ccnc(Nc3ccccc3)n2)c(=O)n1C,2,0.806083262,0.870000005,0.449999988,0.870701313,0.298245609
CNc1nc(C)c(-c2ccnc(Nc3ccccc3)n2)s1,2,0.768638015,0.899999976,0.439999998,0.86103934,0.303571433
COc1ccnc(-c2ccnc(Nc3ccccc3)n2)c1C,2,0.795821667,0.870000005,0.439999998,0.872361064,0.309090912
CCN1CCC(Nc2nccc(-c3ccccc3)n2)OC1,2,0.934879065,0.460000008,0.439999998,0.771683633,0.234375
Cc1ccc(-c2ccnc(Nc3ccc(S(=O)O)cc3)n2)cc1,3,0.714117229,0.790000021,0.74000001,0.822317541,0.236363634
Cc1ccc(-c2ccnc(NC3CC3)n2)cn1,3,0.872827411,0.649999976,0.74000001,0.873062193,0.207547173
Cc1ccc(-c2ccnc(Nc3ccc(C#N)cc3)n2)cc1,3,0.78810215,0.829999983,0.720000029,0.89995265,0.245283023
Cc1ccc(-c2ccnc(Nc3ccc(Cl)cc3)n2)cc1,3,0.750403345,0.819999993,0.709999979,0.918999493,0.25999999
Cc1ccc(-c2ccnc(Nc3ccc(S(C)=O)cc3)n2)cc1,3,0.790112376,0.819999993,0.709999979,0.823988616,0.240740746
Cc1ccc(-c2ccnc(NC3CCOCC3)n2)cc1,3,0.930009961,0.550000012,0.689999998,0.881551087,0.269230783
Cc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,3,0.767613113,0.850000024,0.680000007,0.92691195,0.270833343
Cc1ccc(-c2ccnc(Nc3ccc(CO)cc3)n2)cc1,3,0.769446552,0.779999971,0.670000017,0.907849312,0.245283023
Cc1ccc(-c2ccnc(NC3CCC(C)CC3)n2)cc1,3,0.903285384,0.589999974,0.670000017,0.887009859,0.25
Cc1ccc(-c2ccnc(NC3CCCC3)n2)cc1,3,0.903563023,0.579999983,0.670000017,0.901799917,0.25999999
Cc1ccc(-c2ccnc(NC3CCC(=O)CC3)n2)cc1,3,0.936760485,0.579999983,0.670000017,0.869755864,0.240740746
COc1ccc(-c2ccnc(Nc3ccncc3)n2)cc1,3,0.793160439,0.75,0.660000026,0.89920634,0.230769232
CS(=O)c1ccc(Nc2nccc(-c3ccncc3)n2)cc1,3,0.802020729,0.75999999,0.660000026,0.806405962,0.222222224
Cc1ccc(-c2ccnc(NC3CCNCC3)n2)cc1,3,0.898161411,0.689999998,0.660000026,0.874867857,0.245283023
Cc1ccc(-c2ccnc(NC3CCCCC3)n2)cc1,3,0.905441523,0.569999993,0.660000026,0.900351822,0.254901975
Cc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,3,0.78330487,0.75,0.639999986,0.902857959,0.355555564
Cc1ccc(Nc2nccc(-c3cnncc3)n2)cc1,3,0.786628902,0.779999971,0.639999986,0.86924547,0.280000001
Cc1ccc(-c2nn(C)cc2-c2ccnc(NC3CC3)n2)cc1,3,0.802120149,0.720000029,0.600000024,0.855542421,0.216666669
Cc1ccc(-c2ccnc(Nc3ccc4c(c3)OCO4)n2)cc1,3,0.794412136,0.790000021,0.569999993,0.890285313,0.25
Cc1ccc(Nc2nccc(-c3cnccn3)n2)cc1,3,0.786628902,0.75999999,0.529999971,0.880808949,0.265306115
Cc1ccc(Nc2nccc(-c3ccncc3)n2)cc1C,3,0.787913859,0.779999971,0.529999971,0.891359389,0.254901975
Cc1ccc(-c2ccnc(Nc3ccccc3)n2)o1,3,0.769054174,0.839999974,0.469999999,0.891294658,0.207547173
Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,3,0.743611634,0.949999988,0.439999998,0.851877511,0.226415098
Cc1ccc(Nc2nccc(-c3ccncc3)n2)c(F)c1,3,0.793880045,0.579999983,0.430000007,0.883382082,0.288461536
CC(=O)N1CCC(Nc2nccc(-c3ccccc3CN)n2)CC1,4,0.898321748,0.469999999,0.569999993,0.857996881,0.209302321
CCCNC(=O)N1CCC(Nc2nccc(-c3ccccc3C)n2)CC1,4,0.863684058,0.430000007,0.550000012,0.865896046,0.215909094
CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccccc32)c1Cl,4,0.756329656,0.589999974,0.519999981,0.817727864,0.271604925
CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OC)nc2N1C,4,0.714857578,0.800000012,0.469999999,0.764985085,0.206185564
CCN1CCC(NC(=O)Nc2nccc(-c3cnc4ccccn34)n2)CC1,4,0.741252959,0.519999981,0.419999987,0.830356061,0.206521735
CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OC)nc21,4,0.759355247,0.649999976,0.400000006,0.767000675,0.212765962
NC(=O)C1CCC(Nc2nccc(-c3nnnn3C)n2)CC1,5,0.821517646,0.540000021,0.560000002,0.823643684,0.222222224
Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC1CC1,6,0.737174094,0.730000019,0.699999988,0.825287342,0.24242425
Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,6,0.736504376,0.959999979,0.689999998,0.845455885,0.51219511
Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CN(C)C,6,0.854399204,0.689999998,0.550000012,0.831416488,0.51111114
Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1N(C)C,6,0.83051461,0.720000029,0.50999999,0.813203812,0.534883738
Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C(=O)O)c1C,6,0.740635395,0.75999999,0.479999989,0.8312518,0.456521749
Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C(=O)N2CCOCC2)c1,6,0.825866222,0.550000012,0.409999996,0.832001388,0.375
CCc1ccc2c(-c3ccnc(NC4CC4)n3)c[nH]c2c1,7,0.763655543,0.74000001,0.639999986,0.852668881,0.219178081
CCc1ccc2c(-c3ccnc(NC4CC4)c3)c[nH]c2c1,7,0.743273735,0.610000014,0.419999987,0.855587363,0.222222224
O=C1C(Cl)=C(n2c(O)ccc2O)C(=O)c2ccccc21,8,0.844575763,0.550000012,0.75999999,0.809740543,0.20408164
COC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,8,0.744990051,0.790000021,0.709999979,0.916684151,0.203389823
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,8,0.724612355,0.680000007,0.670000017,0.874567986,0.206896558
COc1ccc2c(c1)C(=Cc1cnc[nH]1)C(=O)N2,8,0.789097846,0.870000005,0.579999983,0.829977453,0.216666669
O=C1NC(=O)C(=Cc2ccc(-c3ccccc3F)o2)S1,8,0.860653102,0.435000002,0.519999981,0.852814376,0.203389823
O=C1NC(=O)C(=Cc2ccc(-c3ccccc3O)o2)S1,8,0.8300125,0.545000017,0.439999998,0.840512633,0.224137932
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,9,0.77955091,0.889999986,0.850000024,0.844037533,0.219512194
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,9,0.724612355,0.680000007,0.670000017,0.874567986,0.217391297
COC(=O)N1CCC(Nc2nccc(-c3c[nH]c4ccccc34)n2)CC1,9,0.756616354,0.610000014,0.600000024,0.850800991,0.207317069
COc1ccc(Nc2nccc(-c3ccccc3C(N)=O)n2)cc1,9,0.753980756,0.75,0.519999981,0.896366119,0.216216221
COc1ccc(Nc2nccc(-c3ccccc3)n2)c(C=O)c1,9,0.727987528,0.680000007,0.49000001,0.880911529,0.232876718
COc1ccc(Nc2nccc(-c3ccccc3)n2)c(C#N)c1,9,0.794057488,0.620000005,0.49000001,0.884333551,0.216216221
COc1ccc(Nc2nccc(-c3ccccc3)n2)c(F)c1,9,0.78895545,0.680000007,0.479999989,0.906524777,0.225352108
COc1ccc(Nc2nccc(-c3ccccc3)n2)c(C)c1,9,0.782103896,0.660000026,0.469999999,0.911269963,0.22857143
COc1ccc(-c2ccnc(Nc3ccc(C(=O)O)cc3)n2)c(OC)c1,9,0.700535834,0.790000021,0.449999988,0.892414689,0.295774639
COc1cccc(-c2ccnc(Nc3ccccc3S(C)(=O)=O)n2)c1,9,0.756194711,0.660000026,0.449999988,0.88280946,0.246575341
COc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)c(OC)c1,9,0.849183083,0.600000024,0.419999987,0.871160984,0.216216221
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,10,0.77955091,0.889999986,0.850000024,0.844037533,0.237499997
CCOC(=O)N1CCC(Nc2nccc(-c3cccnc3)n2)CC1,10,0.929447651,0.519999981,0.660000026,0.86283201,0.233766228
CCOC(=O)N1CCC(Nc2nccc(-c3ccccc3)n2)CC1,10,0.934471667,0.479999989,0.660000026,0.883599699,0.243243247
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,10,0.789126635,0.899999976,0.620000005,0.854700208,0.236842111
CC(=O)Nc1cc(N)c(C#N)c(-c2ccccc2)n1,10,0.856198251,0.75999999,0.620000005,0.859692872,0.217391297
CCCOc1nc(NC(C)=O)cc(N)c1C#N,10,0.816744626,0.839999974,0.610000014,0.830561101,0.246376812
CCOC(=O)c1cc(-c2ccnc(NC3CCCC3)n2)ccc1F,10,0.845070302,0.49000001,0.589999974,0.871778369,0.263157904
COCC(=O)Nc1cc(-c2ccnc(Nc3ccccc3)n2)ccn1,10,0.719899178,0.810000002,0.569999993,0.875533819,0.226666674
CCOC(=O)N1CCC(Nc2nccc(-c3ccsc3)n2)CC1,10,0.930790901,0.5,0.569999993,0.847731709,0.215189874
COC(=O)c1nc(C)[nH]c1-c1ccnc(NC2CC2)n1,10,0.820668697,0.569999993,0.50999999,0.810326338,0.222222224
CCc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1,10,0.701242268,0.970000029,0.49000001,0.853726685,0.266666681
COC(=O)c1nc(C)sc1-c1ccnc(Nc2ccccc2)n1,10,0.740133822,0.75,0.449999988,0.855501413,0.236111104
NC(=O)c1cccc(Nc2nccc(-c3cccs3)n2)c1,10,0.775051713,0.810000002,0.430000007,0.880983353,0.202702701
COC(=O)c1cccc2cnc(Nc3ccc(OC)cc3)nc12,10,0.746246159,0.519999981,0.409999996,0.890160859,0.211267605
NC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,11,0.773667336,0.75999999,0.850000024,0.914322138,0.205479458
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,11,0.744631469,0.790000021,0.810000002,0.899099886,0.236111104
NC(=O)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,11,0.769346833,0.699999988,0.769999981,0.891607463,0.216216221
Cc1ccc(Nc2nccc(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,11,0.760830164,0.819999993,0.75999999,0.897707105,0.232876718
CC(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,11,0.768113613,0.75,0.74000001,0.914690137,0.236111104
Cc1ccc(Nc2nccc(-c3ccc(C4CCOCC4)cc3)n2)cc1,11,0.71533066,0.779999971,0.730000019,0.877430856,0.270270258
CC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,11,0.73492533,0.75,0.730000019,0.917017817,0.222222224
CS(=O)(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,11,0.796699405,0.810000002,0.730000019,0.906810045,0.222222224
CS(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,11,0.799427688,0.829999983,0.730000019,0.829599023,0.222222224
Cc1ccc(Nc2nccc(-c3ccc(C(=O)N4CC4)cc3)n2)cc1,11,0.741939366,0.800000012,0.720000029,0.907070577,0.236842111
Cc1ccc(Nc2nccc(-c3ccc(S(C)=O)cc3)n2)cc1,11,0.790112376,0.819999993,0.709999979,0.823988616,0.236111104
CS(=O)Nc1ccc(-c2ccnc(Nc3ccc(F)cc3)n2)cc1,11,0.741291583,0.839999974,0.699999988,0.810242653,0.200000003
NC(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1OC1CC1,11,0.712482095,0.839999974,0.649999976,0.873316765,0.234567896
COc1ccc(Nc2nccc(-c3cccnc3)n2)cc1C(N)=O,11,0.747663617,0.699999988,0.649999976,0.87749052,0.237499997
Cc1ccn2ncc(-c3ccnc(NC4CC4)n3)c2c1,11,0.790714025,0.769999981,0.649999976,0.830506027,0.233766228
Cc1cccc(-c2ccnc(NC3CCC(=O)N(C)CC3)n2)c1,11,0.946830988,0.579999983,0.649999976,0.810901225,0.265822798
Cc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,11,0.78330487,0.75,0.639999986,0.902857959,0.238805965
